연번,호선,역명,장비,호기,승강기번호,운행구간,설치위치
783,5,동대문역사문화공원,E/S,2,1808-963,B2-B4,내부
784,5,동대문역사문화공원,E/S,3,1808-964,B2-B4,내부
785,5,동대문역사문화공원,E/S,4,1808-965,B2-B4,내부
786,5,동대문역사문화공원,E/S,5,1808-966,B2-B4,내부
787,5,신금호,E/S,1,1808-967,B5-B8,내부
788,5,신금호,E/S,2,1808-968,B5-B8,내부
789,5,신금호,E/S,3,1808-969,B2-B5,내부
790,5,신금호,E/S,4,1808-970,B2-B5,내부
791,5,신금호,E/S,5,1809-945,B1-B2,내부
792,5,신금호,E/S,6,1809-946,B1-B2,내부
793,5,신금호,E/S,7,1812-438,F1-B1,외부
794,5,신금호,E/S,8,1812-439,F1-B1,외부
795,5,신금호,E/S,9,1812-440,F1-B1,외부
796,5,신금호,E/S,10,1812-441,F1-B1,외부
797,5,신금호,E/S,11,1812-507,B1-F1,외부
798,5,신금호,E/S,12,1812-508,F1-B1,외부
799,5,행당,E/S,1,1808-971,B1-B3,내부
800,5,행당,E/S,2,1808-972,B1-B3,내부
801,5,행당,E/S,3,1809-471,F1-B1,외부
802,5,행당,E/S,4,1809-472,F1-B1,외부
803,5,행당,E/S,5,1808-973,B3-B4,내부
804,5,행당,E/S,6,1808-974,B3-B4,내부
805,5,행당,E/S,7,1809-473,F1-B1,외부
806,5,행당,E/S,8,1809-474,F1-B1,외부
807,5,왕십리,E/S,1,1800-560,B2-B4,내부
808,5,왕십리,E/S,2,1800561,B2-B4,내부
809,5,왕십리,E/S,3,1800-562,B2-B4,내부
810,5,왕십리,E/S,4,1800-563,B2-B4,내부
811,5,왕십리,E/S,5,1800-564,B2-B4,내부
812,5,왕십리,E/S,6,1800-565,B2-B4,내부
813,5,왕십리,E/S,7,1800-566,B2-B4,내부
814,5,왕십리,E/S,8,1800-567,B2-B4,내부
815,5,마장,E/S,1,1800-689,F1-B1,외부
816,5,마장,E/S,2,1800-690,F1-B1,외부
817,5,마장,E/S,3,1800-878,B1-B2,내부
818,5,마장,E/S,4,1800-877,B1-B2,내부
819,5,답십리,E/S,1,1800-469,F1-B1,외부
820,5,답십리,E/S,2,1800-476,F1-B1,외부
821,5,답십리,E/S,3,1809-476,F1-BM1,외부
822,5,답십리,E/S,4,1809-475,F1-BM1,외부
823,5,장한평,E/S,1,1803-265,B1-B2,내부
824,5,장한평,E/S,2,1803-266,B1-B2,내부
825,5,장한평,E/S,3,1809-107,F1-B1,외부
826,5,장한평,E/S,4,1809-106,F1-B1,외부
827,5,군자,E/S,1,1802-499,F1-BM1,외부
828,5,군자,E/S,2,1802-500,F1-BM1,외부
829,5,군자,E/S,3,1808-589,F1-BM1,외부
830,5,군자,E/S,4,1808-590,F1-BM1,외부
831,5,군자,E/S,5,1811-760,B1-F1,
832,5,군자,E/S,6,1811-761,F1-B1,
833,5,아차산,E/S,1,1803-348,F1-B1,외부
834,5,아차산,E/S,2,1803-349,F1-B1,외부
835,5,아차산,E/S,3,1809-087,B1-B2,내부
836,5,아차산,E/S,4,1809-088,B1-B2,내부
837,5,아차산,E/S,5,1809-085,F1-B1,외부
838,5,아차산,E/S,6,1809-086,F1-B1,외부
839,5,아차산,E/S,7,1811-617,F1-B1,외부
840,5,아차산,E/S,8,1811-618,F1-B1,외부
841,5,광나루,E/S,1,1809-100,F1-BM1,외부
842,5,광나루,E/S,2,1809-099,F1-BM1,외부
843,5,광나루,E/S,3,1800-903,F1-B1,외부
844,5,광나루,E/S,4,1800-904,F1-B1,외부
845,5,천호,E/S,1,1802-885,B1-B2,내부
846,5,천호,E/S,2,1802-886,B1-B2,내부
847,5,천호,E/S,3,1802-887,F1-BM1,외부
848,5,천호,E/S,4,1802-888,F1-BM1,외부
849,5,천호,E/S,5,1802-889,F1-B1,외부
850,5,천호,E/S,6,1802-890,F1-B1,외부
851,5,천호,E/S,7,1802-891,F1-B1,외부
852,5,천호,E/S,8,1802-892,F1-B1,외부
853,5,천호,E/S,9,1805-218,F1-BM1,외부
854,5,천호,E/S,10,1805-219,F1-BM1,외부
855,5,천호,E/S,11,1805-653,F1-BM1,외부
856,5,천호,E/S,12,1805-654,F1-BM1,외부
857,5,천호,E/S,13,1807-909,F1-BM1,외부
858,5,천호,E/S,14,1807-910,F1-BM1,외부
859,5,천호,E/S,15,1810-789,B1-F1,외부
860,5,천호,E/S,16,1810-790,B1-F1,외부
861,5,강동,E/S,1,1802-833,B1-B3,내부
862,5,강동,E/S,2,1802-834,B1-B3,내부
863,5,강동,E/S,3,1805-630,B1-B3,내부
864,5,강동,E/S,4,1802-835,B1-B3,내부
865,5,강동,E/S,5,1802-523,B3-B4,내부
866,5,강동,E/S,6,1802-524,B3-B4,내부
867,5,강동,E/S,7,1802-525,B3-B4,내부
868,5,강동,E/S,8,1802-526,B3-B4,내부
869,5,강동,E/S,11,1805-633,F1-B1,외부
870,5,강동,E/S,12,1805-634,F1-B1,외부
871,5,강동,E/S,13,1811-634,F1-B1,외부
872,5,강동,E/S,14,1811-633,F1-B1,외부
873,5,강동,E/S,15,1811-636,BM1-B1,외부
874,5,강동,E/S,16,1811-635,BM1-B1,외부
875,5,길동,E/S,1,1808-893,B1-B2,내부
876,5,길동,E/S,2,1808-894,B1-B2,내부
877,5,길동,E/S,3,1808-895,BM1-B1,내부
878,5,굽은다리,E/S,1,1801-838,F1-B1,외부
879,5,굽은다리,E/S,2,1801-839,F1-B1,외부
880,5,굽은다리,E/S,3,1805-658,F1-B1,외부
881,5,굽은다리,E/S,4,1805-659,F1-B1,외부
882,5,명일,E/S,1,1802-528,F1-B1,외부
883,5,명일,E/S,2,1802-529,F1-B1,외부
884,5,고덕,E/S,1,1805-657,F1-B1,외부
885,5,고덕,E/S,2,1803-009,F1-B1,외부
886,5,고덕,E/S,3,1811-567,B1-M1,외부
887,5,고덕,E/S,4,1811-568,B1-M1,외부
888,5,고덕,E/S,5,1811-569,F1-M1,외부
889,5,고덕,E/S,6,1811-570,F1-M1,외부
890,5,상일동,E/S,3,1810-791,F1-B1,외부
891,5,상일동,E/S,4,1810-792,F1-B1,외부
892,5,상일동,E/S,5,1810-787,F1-B1,외부
893,5,상일동,E/S,6,1810-788,F1-B1,외부
894,5,상일동,E/S,7,1810-797,F1-B1,외부
895,5,상일동,E/S,8,1810-798,F1-B1,외부
896,5,상일동,E/S,9,1810-795,F1-B1,외부
897,5,상일동,E/S,10,1810-796,F1-B1,외부
898,5,상일동,E/S,11,1811-737,F1-B1,외부
899,5,상일동,E/S,12,1811-738,F1-B1,외부
900,5,상일동,E/S,13,1811-739,F1-B1,외부
901,5,상일동,E/S,14,1811-740,F1-B1,외부
902,5,상일동,E/S,15,1811-723,F1-B1,외부
903,5,상일동,E/S,16,1811-724,F1-B1,외부
904,5,상일동,E/S,17,1811-725,F1-B1,외부
905,5,상일동,E/S,18,1811-726,F1-B1,외부
906,5(연),강일,E/S,1,1181-741,B3-B2,
907,5(연),강일,E/S,2,1181-742,B2-B3,
908,5(연),강일,E/S,3,1181-743,B3-B2,
909,5(연),강일,E/S,4,1181-744,B2-B3,
910,5(연),강일,E/S,5,1181-745,B3-B2,
911,5(연),강일,E/S,6,1181-746,B2-B3,
912,5(연),강일,E/S,7,1181-747,B3-B2,
913,5(연),강일,E/S,8,1181-748,B2-B3,
914,5(연),강일,E/S,9,1181-749,1번출구(UP),
915,5(연),강일,E/S,10,1181-750,1번출구(DN),
916,5(연),강일,E/S,13,1181-751,3번출구(UP),
917,5(연),강일,E/S,14,1181-752,3번출구(DN),
918,5(연),강일,E/S,15,1181-753,4번출구(UP),
919,5(연),강일,E/S,16,1181-754,4번출구(DN),
920,5(연),미사,E/S,1,3813-238,B1-B2,내부
921,5(연),미사,E/S,2,3813-237,B1-B2,내부
922,5(연),미사,E/S,3,3813-242,B1-B2,내부
923,5(연),미사,E/S,4,3813-241,B1-B2,내부
924,5(연),미사,E/S,5,3813-240,B1-B2,내부
925,5(연),미사,E/S,6,3813-239,B1-B2,내부
926,5(연),미사,E/S,7,3811-800,F1-B1,외부
927,5(연),미사,E/S,8,3811-799,F1-B1,외부
928,5(연),미사,E/S,9,3811-804,F1-B1,외부
929,5(연),미사,E/S,10,3811-803,F1-B1,외부
930,5(연),미사,E/S,11,3811-794,F1-B1,외부
931,5(연),미사,E/S,12,3811-793,F1-B1,외부
932,5(연),미사,E/S,13,3811-789,F1-B1,외부
933,5(연),미사,E/S,14,3811-790,F1-B1,외부
934,5(연),미사,E/S,15,3811-792,F1-B1,외부
935,5(연),미사,E/S,16,3811-791,F1-B1,외부
936,5(연),미사,E/S,17,3811-802,F1-B1,외부
937,5(연),미사,E/S,18,3811-801,F1-B1,외부
938,5(연),미사,E/S,19,3811-796,F1-B1,외부
939,5(연),미사,E/S,20,3811-795,F1-B1,외부
940,5(연),미사,E/S,21,3811-798,F1-B1,외부
941,5(연),미사,E/S,22,3811-797,F1-B1,외부
942,5(연),하남풍산,E/S,1,3813-248,B1-B2,내부
943,5(연),하남풍산,E/S,2,3813-249,B1-B2,내부
944,5(연),하남풍산,E/S,3,3813-254,B1-B2,내부
945,5(연),하남풍산,E/S,4,3813-255,B1-B2,내부
946,5(연),하남풍산,E/S,5,3813-250,B1-B2,내부
947,5(연),하남풍산,E/S,6,3813-251,B1-B2,내부
948,5(연),하남풍산,E/S,7,3813-252,B1-B2,내부
949,5(연),하남풍산,E/S,8,3813-253,B1-B2,내부
950,5(연),하남풍산,E/S,9,3811-757,F1-B1,외부
951,5(연),하남풍산,E/S,10,3811-758,F1-B1,외부
952,5(연),하남풍산,E/S,11,3811-759,F1-B1,외부
953,5(연),하남풍산,E/S,12,3811-760,F1-B1,외부
954,5(연),하남풍산,E/S,13,3811-761,F1-B1,외부
955,5(연),하남풍산,E/S,14,3811-762,F1-B1,외부
956,5(연),하남풍산,E/S,15,3811-763,F1-B1,외부
957,5(연),하남풍산,E/S,16,3811-764,F1-B1,외부
958,5(연),하남풍산,E/S,17,3811-765,F1-B1,외부
959,5(연),하남풍산,E/S,18,3811-766,F1-B1,외부
960,5(연),하남풍산,E/S,19,3811-767,F1-B1,외부
961,5(연),하남풍산,E/S,20,3811-768,F1-B1,외부
962,5(연),하남풍산,E/S,21,3811-769,F1-B1,외부
963,5(연),하남풍산,E/S,22,3811-770,F1-B1,외부
964,5(연),하남풍산,E/S,23,3811-771,F1-B1,외부
965,5(연),하남풍산,E/S,24,3811-772,F1-B1,외부
966,5(연),하남시청,E/S,1,3811-935,M-1,외부
967,5(연),하남시청,E/S,2,3811-936,1-M,외부
968,5(연),하남시청,E/S,3,3811-937,-,
969,5(연),하남시청,E/S,4,3811-938,M-1,외부
970,5(연),하남시청,E/S,5,3811-939,M-1,외부
971,5(연),하남시청,E/S,6,3811-940,M-1,외부
972,5(연),하남시청,E/S,7,3811-941,B1-M1,내부
973,5(연),하남시청,E/S,8,3811-942,M-B1,내부
974,5(연),하남시청,E/S,9,3811-943,-,
975,5(연),하남시청,E/S,10,3811-944,-,
976,5(연),하남시청,E/S,11,3811-945,B1-M,내부
977,5(연),하남시청,E/S,12,3811-946,M-B1,내부
978,5(연),하남시청,E/S,13,3811-947,B1-M,내부
979,5(연),하남시청,E/S,14,3811-948,M-B1,내부
980,5(연),하남시청,E/S,15,3811-949,B2-B1,내부
981,5(연),하남시청,E/S,16,3811-950,B2-B1,내부
982,5(연),하남시청,E/S,17,3811-951,B1-B2,내부
983,5(연),하남시청,E/S,18,3811-952,B1-B2,내부
984,5(연),하남시청,E/S,19,3811-953,B2-B1,내부
985,5(연),하남시청,E/S,20,3811-954,B1-B2,내부
986,5(연),하남시청,E/S,21,3811-955,B2-B1,내부
987,5(연),하남시청,E/S,22,3811-956,B1-B2,내부
988,5(연),하남시청,E/S,23,3811-975,M-1,외부
989,5(연),하남시청,E/S,24,3811-982,1-M,외부
990,5(연),하남시청,E/S,25,3811-983,1-M,외부
991,5(연),하남시청,E/S,26,3811-984,M-1,외부
992,5(연),하남시청,E/S,27,3811-985,M-B1,내부
993,5(연),하남시청,E/S,28,3811-986,B1-M,내부
994,5(연),하남검단산,E/S,1,3811-859,B3-B2,내부
995,5(연),하남검단산,E/S,2,3811-860,B2-B3,내부
996,5(연),하남검단산,E/S,3,3811-861,B3-B2,내부
997,5(연),하남검단산,E/S,4,3811-862,B2-B3,내부
998,5(연),하남검단산,E/S,5,3811-863,B3-B2,내부
999,5(연),하남검단산,E/S,6,3811-864,B2-B3,내부
1000,5(연),하남검단산,E/S,7,3811-865,B3-B2,내부
1001,5(연),하남검단산,E/S,8,3811-866,B2-B3,내부
1002,5(연),하남검단산,E/S,9,3811-867,B2-B1,내부
1003,5(연),하남검단산,E/S,10,3811-868,B1-B2,내부
1004,5(연),하남검단산,E/S,11,3811-869,B2-B1,내부
1005,5(연),하남검단산,E/S,12,3811-870,B1-B2,내부
1006,5(연),하남검단산,E/S,13,3811-871,B2-1,1번출구-1
1007,5(연),하남검단산,E/S,14,3811-872,1-B2,1번출구-2
1008,5(연),하남검단산,E/S,19,3811-873,B2-1,4번출구-1
1009,5(연),하남검단산,E/S,20,3811-874,1-B2,4번출구-2
1010,5(연),하남검단산,E/S,15,3811-875,B2-1,2번출구-1
1011,5(연),하남검단산,E/S,16,3811-876,1-B2,2번출구-2
1012,5(연),하남검단산,E/S,17,3811-877,B2-1,3번출구-1
1013,5(연),하남검단산,E/S,18,3811-878,1-B2,3번출구-2
1014,5,둔촌동,E/S,1,1801-842,F1-BM1,내부
1015,5,둔촌동,E/S,2,1801-843,F1-BM1,내부
1016,5,둔촌동,E/S,3,1801-844,F1-BM1,내부
1017,5,둔촌동,E/S,4,1801-845,F1-BM1,내부
1018,5,올림픽공원,E/S,1,1809-917,B2-B3,내부
1019,5,올림픽공원,E/S,2,1809-920,B2-B3,내부
1020,5,올림픽공원,E/S,3,1811-199,B2-B3,내부
1021,5,올림픽공원,E/S,4,1811-200,B2-B3,내부
1022,5,방이,E/S,1,1808-714,F1-B1,외부
1023,5,방이,E/S,2,1808-715,F1-B1,외부
1024,5,오금,E/S,1,1801-959,BM1-B1,내부
1025,5,오금,E/S,2,1801-960,BM1-B1,내부
1026,5,오금,E/S,3,1801-961,BM1-B1,내부
1027,5,오금,E/S,4,1805-669,B2-B3(UP),내부
1028,5,오금,E/S,5,1805-670,B2-B3(DN),내부
1029,5,오금,E/S,6,1805-671,B2-B3(UP),내부
1030,5,오금,E/S,7,1805-672,B2-B3(DN),내부
1031,5,개롱,E/S,1,1805-655,F1-B1(DN),외부
1032,5,개롱,E/S,2,1805-656,F1-B1(UP),외부
1033,5,거여,E/S,1,1801-962,BM1-B1,내부
1034,5,거여,E/S,2,1801-963,BM1-B1,내부
1035,5,마천,E/S,1,1801-971,B2-B4,내부
1036,5,마천,E/S,2,1801-972,B2-B4,내부
1037,5,마천,E/S,3,1801-973,B2-B4,내부
1038,5,마천,E/S,4,1801-974,B2-B4,내부
1039,5,마천,E/S,5,1801-975,F1-B1,외부
1040,5,마천,E/S,6,1801-976,F1-B1,외부
1041,5,마천,E/S,7,1805-635,B1-B2,내부
1042,5,마천,E/S,8,1805-636,B1-B2,내부
1043,5,마천,E/S,9,1805-637,F1-B1,외부
1044,5,마천,E/S,10,1805-638,F1-B1,외부
1045,6,응암,E/S,1,1808-105,B1-B1,내부
1046,6,응암,E/S,2,1808-106,B1-B1,내부
1047,6,응암,E/S,3,1809-469,F1-BM1,외부
1048,6,응암,E/S,4,1809-470,F1-BM1,외부
1049,6,역촌,E/S,1,1800-574,B1-B4,내부
1050,6,역촌,E/S,2,1800-575,B1-B4,내부
1051,6,역촌,E/S,3,1808-101,F1-B1,외부
1052,6,역촌,E/S,4,1808-102,F1-B1,외부
1053,6,역촌,E/S,5,1808-103,F1-B1,외부
1054,6,역촌,E/S,6,1808-104,F1-B1,외부
1055,6,불광,E/S,1,1800-983,B2-B4,내부
1056,6,불광,E/S,2,1800-984,B2-B4,내부
1057,6,불광,E/S,3,1800-985,B2-B4,내부
1058,6,불광,E/S,4,1800-986,B2-B4,내부
1059,6,불광,E/S,5,1800-987,BM2-B2,내부
1060,6,불광,E/S,6,1800-988,BM2-B2,내부
1061,6,불광,E/S,7,1800-989,BM2-B2,내부
1062,6,불광,E/S,8,1800-990,BM2-B2,내부
1063,6,불광,E/S,9,1800-991,BM1-B1,내부
1064,6,불광,E/S,10,1800-992,BM1-B1,내부
1065,6,불광,E/S,11,1800-993,BM1-B1,내부
1066,6,불광,E/S,12,1800-994,BM1-B1,내부
1067,6,독바위,E/S,1,1800-836,B5-B6,내부
1068,6,독바위,E/S,2,1800-837,B5-B6,내부
1069,6,독바위,E/S,3,1800-838,B3-B5,내부
1070,6,독바위,E/S,4,1800-839,B3-B5,내부
1071,6,독바위,E/S,5,1800-840,B1-B3,내부
1072,6,독바위,E/S,6,1800-841,B1-B3,내부
1073,6,독바위,E/S,7,1800-842,BM1-B1,내부
1074,6,독바위,E/S,8,1800-843,F1-BM1,외부
1075,6,연신내,E/S,1,1800-598,B3-B5,내부
1076,6,연신내,E/S,2,1800-599,B3-B5,내부
1077,6,연신내,E/S,3,1800-600,B3-B5,내부
1078,6,연신내,E/S,4,1800-595,B1-B3,내부
1079,6,연신내,E/S,5,1800-596,B1-B3,내부
1080,6,연신내,E/S,6,1800-597,B1-B3,내부
1081,6,구산,E/S,1,1800-591,B1-B4,내부
1082,6,구산,E/S,2,1800-592,B1-B4,내부
1083,6,새절,E/S,1,1809-467,B1-B2,내부
1084,6,새절,E/S,2,1809-468,B2-B1,내부
1085,6,새절,E/S,3,1809-465,B2-B1,내부
1086,6,새절,E/S,4,1809-466,B2-B1,내부
1087,6,증산,E/S,1,1800-397,BM1-B1,내부
1088,6,증산,E/S,2,1800-398,BM1-B1,내부
1089,6,증산,E/S,3,1809-463,B1-B2,내부
1090,6,증산,E/S,4,1809-464,B1-B2,내부
1091,6,증산,E/S,5,1809-461,B1-B2,내부
1092,6,증산,E/S,6,1809-462,B1-B2,내부
1093,6,디지털미디어시티,E/S,1,1808-915,B1-B2,내부
1094,6,디지털미디어시티,E/S,2,1808-916,B1-B2,내부
1095,6,디지털미디어시티,E/S,3,1808-917,B1-B2,내부
1096,6,디지털미디어시티,E/S,4,1808-918,B1-B2,내부
1097,6,디지털미디어시티,E/S,5,1808-919,F1-B1,외부
1098,6,디지털미디어시티,E/S,6,1808-920,F1-B1,외부
1099,6,디지털미디어시티,E/S,7,1808-921,F1-B1,외부
1100,6,디지털미디어시티,E/S,8,1808-922,F1-B1,외부
1101,6,월드컵경기장,E/S,1,1800-851,F1-B1,외부
1102,6,월드컵경기장,E/S,2,1800-852,F1-B1,외부
1103,6,월드컵경기장,E/S,3,1800-853,F1-B1,외부
1104,6,월드컵경기장,E/S,4,1800-854,F1-B1,외부
1105,6,월드컵경기장,E/S,5,1800-855,F1-B1,외부
1106,6,월드컵경기장,E/S,6,1800-856,F1-B1,외부
1107,6,월드컵경기장,E/S,7,1800-857,F1-B1,외부
1108,6,월드컵경기장,E/S,8,1800-858,F1-B1,외부
1109,6,월드컵경기장,E/S,9,1800-584,F1-B1,외부
1110,6,월드컵경기장,E/S,10,1800-768,F1-B1,외부
1111,6,월드컵경기장,E/S,11,1800-769,F1-B1,외부
1112,6,월드컵경기장,E/S,12,1800-800,F1-B1,외부
1113,6,마포구청,E/S,1,1800-867,F1-BM1,외부
1114,6,마포구청,E/S,2,1800-868,F1-BM1,외부
1115,6,마포구청,E/S,3,1800-846,F1-BM1,외부
1116,6,마포구청,E/S,4,1800-869,F1-B1,외부
1117,6,마포구청,E/S,5,1800-870,F1-B1,외부
1118,6,마포구청,E/S,6,1800-871,F1-B1,외부
1119,6,마포구청,E/S,7,1800-872,F1-B1,외부
1120,6,마포구청,E/S,8,1800-875,F1-BM1,외부
1121,6,마포구청,E/S,9,1800-876,F1-BM1,외부
1122,6,마포구청,E/S,10,1800-873,BM1-B1,내부
1123,6,마포구청,E/S,11,1800-874,BM1-B1,내부
1124,6,마포구청,E/S,12,1810-496,BM1-F1,외부
1125,6,망원,E/S,1,1800-899,BM1-B1,내부
1126,6,망원,E/S,2,1800-900,BM1-B1,내부
1127,6,합정,E/S,1,1808-923,B3-B4,내부
1128,6,합정,E/S,2,1808-924,B3-B4,내부
1129,6,합정,E/S,3,1808-925,B3-B4,내부
1130,6,합정,E/S,4,1808-926,B2-B3(환승통로),내부
1131,6,합정,E/S,5,1808-927,B2-B3(환승통로),내부
1132,6,합정,E/S,6,1808-928,B2-B3(환승통로),내부
1133,6,합정,E/S,7,1808-929,B2-B3(환승통로),내부
1134,6,합정,E/S,8,1808-930,B1-B3,내부
1135,6,합정,E/S,9,1808-931,B1-B3,내부
1136,6,합정,E/S,10,1808-932,F1-B1,외부
1137,6,합정,E/S,15,1810-127,F1-B1,외부
1138,6,합정,E/S,16,1810-128,F1-B1,외부
1139,6,합정,E/S,11,1809-205,F1-B1,외부
1140,6,합정,E/S,12,1809-206,F1-B1,외부
1141,6,합정,E/S,13,1809-220,F1-B1,외부
1142,6,합정,E/S,14,1809-221,F1-B1,외부
1143,6,합정,E/S,15,1806-440,F1-B1,외부
1144,6,합정,E/S,16,1806-439,F1-B1,외부
1145,6,상수,E/S,1,1808-933,B2-B3,내부
1146,6,상수,E/S,2,1808-934,B2-B3,내부
1147,6,상수,E/S,3,1808-937,B1-B2,내부
1148,6,상수,E/S,4,1808-938,B1-B2,내부
1149,6,상수,E/S,5,1808-935,BM1-B1,내부
1150,6,상수,E/S,6,1808-936,BM1-B1,내부
1151,6,상수,E/S,7,1808-939,BM1-B1,내부
1152,6,상수,E/S,8,1808-940,BM1-B1,내부
1153,6,상수,E/S,9,1808-941,F1-BM1,외부
1154,6,상수,E/S,10,1808-942,F1-BM1,외부
1155,6,광흥창,E/S,1,1808-943,B2-B3,내부
1156,6,광흥창,E/S,2,1808-944,B2-B3,내부
1157,6,광흥창,E/S,3,1808-945,B1-B2,내부
1158,6,광흥창,E/S,4,1808-946,B1-B2,내부
1159,6,광흥창,E/S,5,1808-185,BM1-B1,내부
1160,6,광흥창,E/S,6,1808-947,BM1-B1,내부
1161,6,광흥창,E/S,7,1808-948,BM1-B1,내부
1162,6,광흥창,E/S,8,1808-174,F1-BM1,외부
1163,6,광흥창,E/S,9,1808-175,F1-BM1,외부
1164,6,대흥,E/S,1,1800-999,B1-B2,내부
1165,6,대흥,E/S,2,1801-000,B1-B2,내부
1166,6,대흥,E/S,3,1800-997,BM1-B1,내부
1167,6,대흥,E/S,4,1800-998,BM1-B1,내부
1168,6,대흥,E/S,5,1813-891,F1-B1,외부
1169,6,대흥,E/S,6,1813-892,F1-B1,외부
1170,6,공덕,E/S,1,1800-995,F1-B1,외부
1171,6,공덕,E/S,2,1800-996,F1-B1,외부
1172,6,공덕,E/S,3,1810-055,B2-B3,내부
1173,6,공덕,E/S,4,1810-056,B2-B3,내부
1174,6,공덕,E/S,5,1810-568,B2-B3,내부
1175,6,공덕,E/S,6,1809-238,B2-B3,내부
1176,6,효창공원앞,E/S,1,1800-376,B1-B2,내부
1177,6,효창공원앞,E/S,2,1800-377,B1-B2,내부
1178,6,효창공원앞,E/S,3,1800-378,F1-B1,외부
1179,6,효창공원앞,E/S,4,1800-379,F1-B1,외부
1180,6,효창공원앞,E/S,5,1810-728,B2-B3,내부
1181,6,효창공원앞,E/S,6,1810-727,B2-B3,내부
1182,6,삼각지,E/S,1,1800-698,B1-B3,내부
1183,6,삼각지,E/S,2,1800-699,B1-B3,내부
1184,6,삼각지,E/S,3,1800-700,B1-B3,내부
1185,6,삼각지,E/S,4,1800-701,B1-B3,내부
1186,6,녹사평,E/S,1,1800-380,B4-B5,내부
1187,6,녹사평,E/S,2,1800-381,B4-B5,내부
1188,6,녹사평,E/S,3,1800-382,B4-B5,내부
1189,6,녹사평,E/S,4,1800-383,B4-B5,내부
1190,6,녹사평,E/S,5,1800-384,B2-B4,내부
1191,6,녹사평,E/S,6,1800-385,B2-B4,내부
1192,6,녹사평,E/S,7,1800-386,B2-B4,내부
1193,6,녹사평,E/S,8,1800-387,B1-B2,내부
1194,6,녹사평,E/S,9,1800-388,B1-B2,내부
1195,6,녹사평,E/S,10,1800-389,F1-B1,외부
1196,6,녹사평,E/S,11,1800-390,F1-B1,외부
1197,6,녹사평,E/S,12,1800-391,F1-B1,외부
1198,6,녹사평,E/S,13,0800-392,F1-B1,외부
1199,6,이태원,E/S,1,1800-844,B2-B4,내부
1200,6,이태원,E/S,2,1800-845,B2-B4,내부
1201,6,이태원,E/S,3,1809-499,BM1-B1,내부
1202,6,이태원,E/S,4,1809-500,BM1-B1,내부
1203,6,한강진,E/S,1,1808-191,B1-B3,내부
1204,6,한강진,E/S,2,1808-192,B1-B3,내부
1205,6,한강진,E/S,3,1810-744,1-B1,외부
1206,6,한강진,E/S,4,1810-743,1-B1,외부
1207,6,버티고개,E/S,1,1800-709,B2-B3,내부
1208,6,버티고개,E/S,2,1800-710,B2-B3,내부
1209,6,버티고개,E/S,3,1808-199,F1-B1,외부
1210,6,버티고개,E/S,4,1808-200,F1-B1,외부
1211,6,약수,E/S,1,1809-212,환B2-B3,내부
1212,6,약수,E/S,2,1800-582,환B2-B3,내부
1213,6,약수,E/S,3,1800-583,환B2-B3,내부
1214,6,약수,E/S,4,1809-213,환B2-B3,내부
1215,6,약수,E/S,5,1809-214,BM1-B1,내부
1216,6,약수,E/S,6,1809-215,BM1-B1,내부
1217,6,약수,E/S,7,1809-209,환B1-B2,내부
1218,6,약수,E/S,8,1809-210,환B1-B2,내부
1219,6,약수,E/S,9,1809-211,BM1-B1,내부
1220,6,약수,E/S,10,1801-048,F1-BM1,외부
1221,6,약수,E/S,11,1808-526,F1-BM1,외부
1222,6,청구,E/S,1,1800-859,B2-B3,내부
1223,6,청구,E/S,2,1800-860,B2-B3,내부
1224,6,청구,E/S,3,1800-861,B2-B3,내부
1225,6,청구,E/S,4,1800-862,B2-B3,내부
1226,6,청구,E/S,5,1800-863,BM1-B1,내부
1227,6,청구,E/S,6,1800-864,BM1-B1,내부
1228,6,청구,E/S,7,1800-865,BM1-B1,내부
1229,6,청구,E/S,8,1800-866,BM1-B1,내부
1230,6,청구,E/S,9,1810-109,F1-BM1,외부
1231,6,청구,E/S,10,1810-110,F1-BM1,외부
1232,6,신당,E/S,1,1808-979,B2-B3,내부
1233,6,신당,E/S,2,1808-980,B2-B3,내부
1234,6,신당,E/S,3,1808-975,B1-B3,내부
1235,6,신당,E/S,4,1808-976,B1-B3,내부
1236,6,신당,E/S,5,1808-977,B1-B3,내부
1237,6,신당,E/S,6,1808-978,B1-B3,내부
1238,6,신당,E/S,7,1808-981,F1-B1,외부
1239,6,신당,E/S,8,1808-982,F1-B1,외부
1240,6,신당,E/S,9,1800-683,B1(환승통로)-B2,내부
1241,6,신당,E/S,10,1800-684,B1(환승통로)-B2,내부
1242,6,신당,E/S,11,1800-685,B1(환승통로)-B2,내부
1243,6,신당,E/S,12,1800-686,B1(환승통로)-B2,내부
1244,6,신당,E/S,13,1800-687,B1(환승통로)-B2,내부
1245,6,신당,E/S,14,1800-688,B1(환승통로)-B2,내부
1246,6,신당,E/S,15,1807-095,BM1-B1,내부
1247,6,신당,E/S,16,1807-096,BM1-B1,내부
1248,6,신당,E/S,17,1807-097,F1-BM1,외부
1249,6,신당,E/S,18,1807-098,F1-BM1,외부
1250,6,동묘앞,E/S,1,1800-068,B2(환승통로)-B3,내부
1251,6,동묘앞,E/S,2,1800-067,B2(환승통로)-B3,내부
1252,6,동묘앞,E/S,3,1800-070,B2-B3,내부
1253,6,동묘앞,E/S,4,1800-069,B2-B3,내부
1254,6,동묘앞,E/S,5,1800-074,B1-B2,내부
